subawardee_uei,subawardee_name,entity_url,company_linkedin_url
C116E6T5MGD6,MARZEN GROUP LLC,http://www.marzen.com,https://linkedin.com/company/marzen-group
C11UU252P5S5,SHOCK TECH INC,,
C124PHZ8BW54,"ORATRAX SOLUTIONS, LLC",,
C12JDCDAACM6,"MACDONALD ENGINEERS, INC.",,
C12KE5EJ5HM8,"HOOVER ENTERPRISES, INC.",http://www.hooverenterprises.com,https://linkedin.com/company/hoover-enterprises
C12SA6M5VMS6,"FORTIUS METALS, INC.",www.fortiusmetals.com,https://linkedin.com/company/fortius-metals-inc
C12TQVKF5413,"SCIENTIFIC SYSTEMS COMPANY, INC.",http://www.ssci.com,https://linkedin.com/company/scientific-systems
C12YPM9YKQA5,PANAMETRICS LLC,,
C134QVM1QLB5,HX5 LLC,www.hxfive.com,https://linkedin.com/company/hx5-llc
C13DF16LC3H4,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,http://www.uncg.edu/,https://linkedin.com/company/uncg
C13FTBW29AH9,"SPS CONSULTING, LLC",http://www.spsconsult.com,https://linkedin.com/company/sps-consulting-llc
C13MXRJDK8E7,"ALASKA PROFESSIONAL CONSTRUCTION, INC.",,
C142QF9KJKV8,CORITY SOFTWARE (USA) INC.,,
C14EL9U37DJ7,MADHOUZ LLC,https://www.madhouz.com,https://linkedin.com/company/madhouz
C14RWQFXT7L7,SWISH DATA CORP,www.swishdata.com,https://linkedin.com/company/swishdata-corporation
C152T436MNU1,DIGITAL ENGINEERING EXPERTISE LLC,,
C158ADX2DG25,ANDREW J YU,,
C158FR696VY7,INTEGRAL RESEARCH SOLUTIONS GROUP INC,www.integralrsg.com,https://linkedin.com/company/integral-research-solutions-group
C15QZ2CPGN55,ARKHAM TECHNOLOGY LIMITED,http://www.arkhamtechnology.com,https://linkedin.com/company/arkham-technology
C15ZAGUWMNK7,"MARSTEL-DAY, LLC",http://www.marstel-day.com,https://linkedin.com/company/marstel-day-llc
C16BGHA4MLJ6,UNIVERSITY OF NEW MEXICO,,
C16TZ8BMWT74,"LUVAK, INC.",http://www.luvak.com,https://linkedin.com/company/luvak-laboratories-inc-
C172RTVBFLZ3,STANDARD AERO (ALLIANCE) INC.,http://www.standardaero.com,https://linkedin.com/company/standardaero
C17JEZF814R8,MVRSIMULATION INC,http://www.mvrsimulation.com,https://linkedin.com/company/mvrsimulation
C17RTJMJEDQ4,"BLUE MOUNTAIN AERO, LLC",,
C17XZK24JML4,GKN AEROSPACE TRANSPARENCY SYSTEMS (LUTON) LIMITED,,
C17ZGM752Q25,"ALLIED GOVERNMENT SOLUTIONS, INC.",www.alliedgov.com,https://linkedin.com/company/allied-government-solutions-inc-
C182PM2K1463,LEMOINE DISASTER RECOVERY LLC,,
C185QEUVTTM6,"AOSENSE, INC.",https://aosense.com/,https://linkedin.com/company/aosense
C18KUFQ2L6L4,"BLUEWATER FEDERAL SOLUTIONS, INC.",http://www.bwfed.com,
C18LZEG3QNK6,"CRAWFORD ELECTRIC SUPPLY COMPANY, INC.",,
C18NLNGSFBU5,"TLC SOLUTIONS, INC.",www.toplevelcom.com,https://linkedin.com/company/tlc-solutions-inc-
C18VAQGW8E49,KNOWLEDGE FACTOR INC,http://www.amplifire.com,https://linkedin.com/company/amplifire-learn
C18XAQLCQSZ3,RW INDUSTRIAL PRODUCTS INC,,
C18YJS28KEK5,"ABLE HEATING & AIR CONDITIONING, INC",,
C18ZBLMCC983,SUPERIAIRE TECHNOLOGIES LLC,www.superiaire.com,https://linkedin.com/company/superiaire-technologies-llc
C192WN6EAZT1,"FRISCHHERTZ ELECTRIC COMPANY, INC.",http://www.frischhertz.com,https://linkedin.com/company/frischhertz-electric-company-inc
C194DZAJCFA3,"BOMCO, INC",www.bomco.com,https://linkedin.com/company/bomco-inc-
C196SJZ6X6M8,"CIS SECURE COMPUTING, INC.",CISSECURE.com,https://linkedin.com/company/cis-secure-computing-inc-
C19AH6RZWWJ5,DAFORE LLC,daforedrywall.com,
C19ELN62VL28,IHS GLOBAL INC,https://www.spglobal.com/en/,https://linkedin.com/company/spglobal
C19NH1J8SJ75,COMPETING VALUES LLC,www.innovatrium.org,https://linkedin.com/company/innovatrium
C19QA52XWYW8,ARABTECH JARDANEH WATER & ENVIRONMENT,,
C1AGBGKBEWJ1,"MICKELSEN CONSTRUCTION, INC.",mickelsenconstruction.com,https://linkedin.com/company/mickelsen-construction
C1BHQ4Y3N689,TEIKOKU USA INC.,,
C1BSR3YD3FN5,ABRAJ AL NSOUR COMPANY,,
C1CAFYV8QM11,KYOCERA INTERNATIONAL INC,HTTP://WWW.KYOCERA.COM,https://linkedin.com/company/kyocera-global
C1CPANL3EWK4,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",,
C1CSX4XZ6K93,AIR CENTERS OF FLORIDA INC,http://www.ACFPOWER.COM,https://linkedin.com/company/air-centers-of-florida
C1CTHGBQ5WL7,KAZTRONIX LLC,http://www.kaztronix.com,https://linkedin.com/company/kaztronix
C1D2X1Y23NF3,"WEST STAR AVIATION, LLC",http://www.weststaraviation.com,https://linkedin.com/company/west-star-aviation-llc
C1D5GFWKKHF4,"POLARIS ELECTRIC CO., INC.",https://www.polariselectric.com,https://linkedin.com/company/polaris-electric
C1DDZVNH8YF1,V.I.P. ELECTRIC COMPANY,www.vipelectric.com,
C1DEGMMKC7W7,THE UNIVERSITY OF TEXAS AT EL PASO,www.utep.edu,https://linkedin.com/company/the-university-of-texas-at-el-paso
C1DLZXCH4L86,ENNOBLE FIRST INCORPORATED,www.ennoblefirst.com,https://linkedin.com/company/ennoblefirst
C1E5MLNA1LY7,ENDOSYS LLC,www.endosys.com,https://linkedin.com/company/endosys-llc
C1EGR2WQCQH1,GNB CORPORATION,http://www.gnbvac.com,
C1F4X69HBDN7,IDEMIA AMERICA CORP,www.idemia.com,https://linkedin.com/company/idemiagroup
C1F6DQG9TXX7,MICROSYS LLC,https://www.microsysllc.com,https://linkedin.com/company/microsysllc
C1F8XUM9M2H3,KANSAS-OKLAHOMA MACHINE TOOLS INC,,
C1FCEKJP7F91,MCMASTER-CARR SUPPLY CO,http://www.mcmaster.com,https://linkedin.com/company/mcmaster-carr
C1G2W7EKE715,FUNDACION DERECHOS ECONOMICOS SOCIALES Y CULTURALES PARA AMERICA LATINA,fundaciondesc.org,
C1GEYMDLNQ55,"SANTA FE PROTECTIVE SERVICES, INC.",,
C1H4DPB1FX94,ARAS CORP,http://www.aras.com,https://linkedin.com/company/aras-corporation
C1H9M7YF9LW8,"MOELLER MFG. COMPANY, LLC",https://www.moeller-aerospace.com/,https://linkedin.com/company/moeller-manufacturing
C1HBCJ9RMBV3,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,http://www.jhuapl.edu,https://linkedin.com/company/johns-hopkins-university-applied-physics-laboratory
C1HJC9P1EAL1,"TECHNICAL ASSURANCE, INC.",www.technicalassurance.com,https://linkedin.com/company/technical-assurance
C1HKEF928Y84,LIPPERT MECHANICAL SERVICE LLC,www.lippertmechancial.com,
C1HSBU7J2UK3,"SONJU INDUSTRIAL COATINGS, INC.",http://www.sonjuind.com,https://linkedin.com/company/sonju-industrial
C1HZZJFJKHC3,"AERO-DYNE SUPPLY CO., INC.",aerodynesupply.com,
C1L1BPD2C9J8,"VALKEN INDUSTRIES, INC.",www.blocktrace.com,https://linkedin.com/company/blocktrace
C1LTXQQDK865,CONSOLIDATED HOSPITALITY SUPPLIES LLC,www.americanhotel.com,https://linkedin.com/company/american-hotel-register
C1LXE6MMERU5,"WASTE PRO HAWAII, LLC",,
C1NDFR4AK4N4,"ROSENBERGER NORTH AMERICA PENNSAUKEN, INC.",https://rna.rosenberger.com/,
C1NECB52D675,SPICER GROUP INC,http://www.spicergroup.com,https://linkedin.com/company/spicer-group
C1P5KB4PXFJ9,"NTS LABS, LLC",,
C1PFB91NJY47,"POTTER ELECTRIC, INC.",www.potter-electric.com,https://linkedin.com/company/potter-electric-inc-
C1PGRWC26153,EXLAR CORPORATION,https://www.cw-actuation.com/About/Exlar-Automation,
C1RQANT6CG57,MICROHEALTH LLC,www.microhealthllc.com,https://linkedin.com/company/microhealthllc
C1SDS71KF7B4,"PARENT ENCOURAGEMENT PROGRAM, INC.",https://www.PEPparent.org,https://linkedin.com/company/parent-encouragement-program-pep-
C1SNLBS37HE5,DEL GAVIO OF CALIFORNIA INC,www.delgavio.com,https://linkedin.com/company/del-gavio-of-california-inc
C1TYUDAZM8Y3,SBG DEFENSE LLC,www.standardbent.com,https://linkedin.com/company/standard-bent-glass
C1U7H75RVBX3,"EXPORT BOXING & CRATING, INC.",,
C1XDMLZEJEU4,ADVANCED TECHNICAL CERAMICS COMPANY,www.adtechceramics.com,https://linkedin.com/company/adtech-ceramics
C213JHH8KGZ7,EUROFINS ENVIRONMENT TESTING NORTHERN CALIFORNIA LLC,www.EurofinsUS.com/Env,
C21UDDSM9B77,ENTERPRISE TECHNOLOGY SOLUTIONS LLC,https://www.etsondemand.com/,
C221PQMU9CN3,QUALITY PACIFIC MANUFACTURING INC.,https://www.pacificmarine.net,https://linkedin.com/company/pacific-marine-corporation
C23QLMC5LAH3,ATKINSREALIS NUCLEAR SECURED LLC,https://www.atkinsrealis.com/en/markets-and-services/markets/nuclear,https://linkedin.com/company/atkinsrealis
C265V31L69K3,TEST EQUIPMENT DISTRIBUTORS LLC,www.TEDNDT.com,https://linkedin.com/company/test-equipment-distributors-llc
C27BGVZ8S7K8,"APPLIED TECHNICAL SYSTEMS, INCORPORATED",atsdata.com,https://linkedin.com/company/applied-technical-systems-inc
C28NLN14SS41,"GENUINE CABLE GROUP, LLC",http://www.seacoastusa.com,https://linkedin.com/company/seacoast-usa
C29UM75EDGH2,SYSTEM DYNAMICS INTERNATIONAL INCORPORATED,www.sdi-inc.com,https://linkedin.com/company/system-dynamics-international-inc-
C29WWS3BASB5,"SCAFFOLD RESOURCE, LLC",http://www.scaffoldresource.com,https://linkedin.com/company/scaffold-resource-llc
C2CQHT3K1HE9,J&K ELECTRONICS INC,http://www.m3-tec.com,https://linkedin.com/company/m3-technology_2
C2D2FF6XKDG1,MACK DEFENSE LLC,www.mackdefense.com,https://linkedin.com/company/mack-defense-llc
C2HNRKSHGDB7,"UAV SOLUTIONS, INC.",www.uavsolutions.com,https://linkedin.com/company/uav-solutions-inc.
C2JTAUL58AN9,"WILL-BURT INTEGRATION & ELEVATION SYSTEMS, INC.",,
C2L9GKPC9BR3,"FEEGER - LUCAS - WOLFE, INC.",http://www.flw.com,https://linkedin.com/company/flw-incorporated
C2LTF3EP5R27,"TRUSTED SOLUTIONS GROUP, LLC",www.trustd.com,
C2M2TL7VYLB3,"DBSPECTRA, INC",http://www.dbspectra.com,https://linkedin.com/company/dbspectra
C2MLVK5KPLZ7,NATCH TECH LLC,,
C2MSYQALD3E4,"HIGHLIGHT TECHNOLOGIES, INC.",http://www.highlighttech.com,https://linkedin.com/company/highlight-inc
C2NBXMHLSMS3,LOCKHEED MARTIN CORPORATION,www.lockheedmartin.com,https://linkedin.com/company/lockheed-martin
C2NEX9VS9817,SPECTRUM DISPLAYS LLC,WWW.SPECTRUM-DISPLAY.COM,https://linkedin.com/company/spectrum-displays-llc
C2QDPM7HZ597,MUSIC CITY PRECISION LLC,www.precisiontesting.com,https://linkedin.com/company/precision-testing-nashville
C2RND454ULM5,SOURCECORP BPS INC,www.xbpglobal.com/americas/,https://linkedin.com/company/xbpglobal
C2T2JWN1D2K4,TEKSYNAP CORPORATION,http://www.teksynap.com,https://linkedin.com/company/teksynap
C2TLU3VGKPC6,"APOGEE CONSULTING GROUP, P.A.",http://www.acg-pa.com,https://linkedin.com/company/apogee-consulting-group-pa
C2WUY3BZCND7,"FEDERAL ERP, INC.",https://www.federalerp.com,https://linkedin.com/company/federal-erp-inc.
C2X8CKDWSNS8,TRACKER ENGINEERING LLC,,
C31JDLBJ8964,"MIDWAY TRAILERS, INC.",http://www.totaltrailers.com,
C34FL5DNCRN5,ASSURED INFORMATION TECHNOLOGY ENGINEERING LLC,https://www.aitengineering.com,https://linkedin.com/company/assured-information-technology-ait-engineering
C38KJ2NHGPY8,QUANTAIM CORP.,www.quantaimcorp.com,https://linkedin.com/company/quantaimcorp
C38UU7KHJKX8,MATERIAL STORAGE SYSTEMS INC,mezzaninesbydesign.com,https://linkedin.com/company/mezzanines-by-design
C394YYGJ5XM5,ASOCIACION CIVIL FAMILIARES Y AMIGOS CONTRA LA DELINCUENCIA Y EL SECUESTRO,www.movimientoprojusticia.org.gt,
C39RJN9CGYL7,"RESOURCE TRAINING INSTITUTE, LLC",www.rtii.org,https://linkedin.com/company/resource-training-institute
C3CTMV2NMJ33,"ROTHE ENTERPRISES, INC.",https://rothe-enterprises.com,https://linkedin.com/company/rothe-enterprises-inc
C3DYGNCJF9C5,HARDWARENOW LLC,,
C3G1S3D7NH81,KEYSTONE ADVISORS LLC,www.keystoneadv.com,https://linkedin.com/company/keystone-advisors
C3H1ANG4THH5,MEG MARINE SERVICES CO.,,
C3H2WY3M9NS1,"A2 LABS, LLC",http://www.a2labs.com,https://linkedin.com/company/kryptowire-labs
C3KQLXA83X57,SCIENTIFIC FORMING TECHNOLOGIES CORPORATION,www.deform.com,https://linkedin.com/company/scientific-forming-technologies-corporation
